,명칭,분류,위도,경도
109,역삼로,도로,37.503584068283466,127.06014926639764
110,역삼로,도로,37.503621917867996,127.0602651317824
111,역삼로,도로,37.5036388744409,127.06031703950049
112,역삼로,도로,37.503676630661246,127.06043261975049
113,역삼로,도로,37.503693943116076,127.06048561720868
114,역삼로,도로,37.50373115706964,127.06059953812156
115,역삼로,도로,37.503748360225885,127.06065220129595
116,역삼로,도로,37.50375340399361,127.0606676415518
117,역삼로,도로,37.50376532824263,127.06070414505822
118,역삼로,도로,37.50378582849267,127.06076690224302
119,역삼로,도로,37.50380319280783,127.06082005953249
120,역삼로,도로,37.503819831576955,127.06087099580354
121,역삼로,도로,37.50384074862482,127.06093502929886
122,역삼로,도로,37.50385772696285,127.06098700530072
123,역삼로,도로,37.50387490604377,127.0610395959346
124,역삼로,도로,37.503895249809815,127.06110187480095
125,역삼로,도로,37.503912200009395,127.06115376496264
126,역삼로,도로,37.50392281013446,127.06118624610858
127,역삼로,도로,37.50392950840429,127.06120675171701
128,역삼로,도로,37.5039738867096,127.06133076521375
129,역삼로,도로,37.504001153591744,127.0614143865858
130,역삼로,도로,37.504049228633505,127.06156073572949
131,역삼로,도로,37.504069766485216,127.06162353111523
132,역삼로,도로,37.50412457002757,127.06179086503971
133,역삼로,도로,37.504152124896564,127.0618744982884
134,역삼로,도로,37.50420019027547,127.0620210063468
135,역삼로,도로,37.50422998467149,127.06211203799164
136,역삼로,도로,37.50423449178306,127.0621254660196
137,역삼로,도로,37.504275530857456,127.06225096693925
138,역삼로,도로,37.50430561339494,127.0623419990006
139,역삼로,도로,37.504316849118986,127.06237644560379
140,역삼로,도로,37.504351150206276,127.06248110917277
141,역삼로,도로,37.50437573772295,127.06256042555981
142,역삼로,도로,37.50439221095637,127.06261733399934
143,역삼로,도로,37.50440315512422,127.06265677719568
144,역삼로,도로,37.50442086374525,127.06271266069092
145,역삼로,도로,37.504451218773205,127.062804745175
146,역삼로,도로,37.50445543739266,127.06281835400104
147,역삼로,도로,37.50449506971389,127.06294473666165
148,역삼로,도로,37.504514750727,127.06300782614528
149,역삼로,도로,37.504523745882175,127.06303629966268
150,역삼로,도로,37.50483160527662,127.06396849703363
151,역삼로,도로,37.505220900180824,127.06514894999832
152,역삼로,도로,37.50566307456634,127.06648844170374
153,역삼로,도로,37.50588259544202,127.06715346463015
154,역삼로,도로,37.50593800350918,127.06732133872957
155,테헤란로,도로,37.497957606705725,127.02762873698151
156,테헤란로,도로,37.49804342315118,127.0279291678518
157,테헤란로,도로,37.49806394218268,127.02799500231235
158,테헤란로,도로,37.49818700137485,127.02839073356266
159,테헤란로,도로,37.498274712032796,127.02867352547837
160,테헤란로,도로,37.49827948396252,127.0286881605486
161,테헤란로,도로,37.498506257599566,127.02941748067984
162,테헤란로,도로,37.49865259380518,127.02988845063317
163,테헤란로,도로,37.498753841442536,127.03021430338129
164,테헤란로,도로,37.49901295246675,127.03104807016062
165,테헤란로,도로,37.49929571636471,127.03195753052587
166,테헤란로,도로,37.499553383795465,127.03278629894932
167,테헤란로,도로,37.49967463790442,127.03316715143968
168,테헤란로,도로,37.49973962652974,127.03336984442555
169,테헤란로,도로,37.49975818943562,127.03342797971509
170,테헤란로,도로,37.499915453853994,127.03394237346761
171,테헤란로,도로,37.500152912646435,127.0347188203477
172,테헤란로,도로,37.50042404095458,127.03560541379929
173,테헤란로,도로,37.50082122422877,127.03690577806631
174,테헤란로,도로,37.500905887008756,127.03718889376512
175,테헤란로,도로,37.50125205354807,127.03838344194928
176,테헤란로,도로,37.501257471505035,127.03840213860313
177,테헤란로,도로,37.50131120130586,127.0385357477397
178,테헤란로,도로,37.501314576558684,127.03854688883811
179,테헤란로,도로,37.50137253208182,127.0387370908953
180,테헤란로,도로,37.50138433204284,127.03877557023807
181,테헤란로,도로,37.501430712604844,127.0389271124134
182,테헤란로,도로,37.501487840150716,127.03911242911495
183,테헤란로,도로,37.50149415362058,127.03913315694253
184,테헤란로,도로,37.50152652938896,127.03923945045368
185,테헤란로,도로,37.50160489172923,127.039497823172
186,테헤란로,도로,37.50169766868543,127.03980132794024
187,테헤란로,도로,37.50189510932478,127.04044816543163
188,테헤란로,도로,37.50193870659936,127.04059079660273
189,테헤란로,도로,37.501954744897226,127.0406436526866
190,테헤란로,도로,37.50202064277768,127.04083823531396
191,테헤란로,도로,37.502084733062404,127.04102748172855
192,테헤란로,도로,37.502133075869054,127.04116801724109
193,테헤란로,도로,37.502138133723506,127.04118516465124
194,테헤란로,도로,37.50216878744534,127.04128713327793
195,테헤란로,도로,37.50217497935176,127.04130780977572
196,테헤란로,도로,37.50226610469657,127.04160578800229
197,테헤란로,도로,37.50232488354951,127.04179790653677
198,테헤란로,도로,37.502383382721746,127.04199019485985
199,테헤란로,도로,37.50244216995801,127.0421823140005
200,테헤란로,도로,37.502500668506926,127.04237459161452
201,테헤란로,도로,37.50250882250443,127.04240074303932
202,테헤란로,도로,37.50255437919967,127.04255026492092
203,테헤란로,도로,37.502558617050795,127.04256710672172
204,테헤란로,도로,37.502610615703404,127.04276817996626
205,테헤란로,도로,37.502619641455695,127.04280041633663
206,테헤란로,도로,37.50284154810378,127.04351675637557
207,테헤란로,도로,37.50309561865467,127.04435028370405
208,테헤란로,도로,37.503146652603775,127.0445200095684
209,테헤란로,도로,37.503275476150364,127.04494195664554
210,테헤란로,도로,37.503279111920726,127.04495355084957
211,테헤란로,도로,37.50334800992,127.04517714317079
212,테헤란로,도로,37.503420849609974,127.0454121946174
213,테헤란로,도로,37.50349255435938,127.04564514230489
214,테헤란로,도로,37.503967791265346,127.04719530543171
215,테헤란로,도로,37.504068758144534,127.04751772114376
216,테헤란로,도로,37.504159871248454,127.04780688171486
217,테헤란로,도로,37.50415988925068,127.04780692696394
218,테헤란로,도로,37.504249298433386,127.04809691277349
219,테헤란로,도로,37.504337877751176,127.04838748685098
220,테헤란로,도로,37.504401449098076,127.04859913927031
221,테헤란로,도로,37.50446871488471,127.04880897354236
222,테헤란로,도로,37.504519143727386,127.04896629858742
223,테헤란로,도로,37.5045231931654,127.04897887737161
224,테헤란로,도로,37.50464041800996,127.04934624115322
225,테헤란로,도로,37.504752369778814,127.04971628306559
226,테헤란로,도로,37.504863680547146,127.0500866423363
227,테헤란로,도로,37.504975629986326,127.05045669776352
228,테헤란로,도로,37.50508080528048,127.05079912040013
229,테헤란로,도로,37.50519044154296,127.05115817213851
230,테헤란로,도로,37.505299824374596,127.0515173604739
231,테헤란로,도로,37.505403183044365,127.05187792717881
232,테헤란로,도로,37.50540710936921,127.05189162425785
233,테헤란로,도로,37.505513620180814,127.05223884925309
234,테헤란로,도로,37.505623579452575,127.05259732075416
235,테헤란로,도로,37.50572691086579,127.0529341893767
236,테헤란로,도로,37.50573344717483,127.05295550024937
237,테헤란로,도로,37.505837366237884,127.05329431841065
238,테헤란로,도로,37.50594508920813,127.05362934674642
239,테헤란로,도로,37.50604855446598,127.05396711743224
240,테헤란로,도로,37.506132900889405,127.05424143895227
241,테헤란로,도로,37.50615229814565,127.05430470828932
242,테헤란로,도로,37.506197561222244,127.05445246881943
243,테헤란로,도로,37.506256040776655,127.05464248103664
244,테헤란로,도로,37.50626250949117,127.05466351056435
245,테헤란로,도로,37.50630131243453,127.05479025329088
246,테헤란로,도로,37.50635502650778,127.05498011551164
247,테헤란로,도로,37.50636803353302,127.05502457251472
248,테헤란로,도로,37.506455363085884,127.05529167154288
249,테헤란로,도로,37.50651357096704,127.0554817301116
250,테헤란로,도로,37.5065363504602,127.05555559986222
251,테헤란로,도로,37.506571760557954,127.05567170979307
252,테헤란로,도로,37.50661675152745,127.05581967535512
253,테헤란로,도로,37.50662967045014,127.05586187052452
254,테헤란로,도로,37.506697161018025,127.05608374011055
255,테헤란로,도로,37.50672611115977,127.05617883206398
256,테헤란로,도로,37.5067775609016,127.05634781673504
257,테헤란로,도로,37.50685342678004,127.05660693964546
258,테헤란로,도로,37.506855913279466,127.05661543242078
259,테헤란로,도로,37.50696641198979,127.05697568083723
260,테헤란로,도로,37.507079852991055,127.0573455265605
261,테헤란로,도로,37.50712090501996,127.0574793675371
262,테헤란로,도로,37.5071315293814,127.05751401782874
263,테헤란로,도로,37.5071939095976,127.05771397917282
264,테헤란로,도로,37.50730638275913,127.05808384402565
265,테헤란로,도로,37.50731579440257,127.05811479417584
266,테헤란로,도로,37.50744439426754,127.05852600946969
267,테헤란로,도로,37.507509335322,127.05873688859556
268,테헤란로,도로,37.50758101416171,127.05896896821173
269,테헤란로,도로,37.507606894797114,127.05905333814786
270,테헤란로,도로,37.507710708167565,127.05940285257348
271,테헤란로,도로,37.50772283441029,127.059442028584
272,테헤란로,도로,37.507801425432326,127.05968647677702
273,테헤란로,도로,37.50811796469032,127.06071857614758
274,테헤란로,도로,37.50850121101462,127.06196772307949
275,테헤란로,도로,37.508865924080204,127.06315650495465
276,테헤란로,도로,37.50887068219088,127.06317215088308
277,테헤란로,도로,37.50887070917946,127.06317223007672
278,테헤란로,도로,37.50899099231821,127.0635851522175
279,테헤란로,도로,37.50899101931242,127.0635852201012
280,테헤란로,도로,37.50905592431681,127.06379604006588
281,테헤란로,도로,37.509055951310955,127.06379610794971
282,테헤란로,도로,37.50909836997921,127.0639332120034
283,테헤란로,도로,37.509121135252904,127.06400691720171
284,테헤란로,도로,37.50912115323696,127.06400698507821
285,테헤란로,도로,37.50918605739649,127.06421797542684
286,테헤란로,도로,37.50918607540441,127.06421799806243
287,테헤란로,도로,37.50920574652172,127.06428144243894
288,테헤란로,도로,37.50925239410639,127.06442832265785
289,테헤란로,도로,37.50930777516833,127.06460333905422
290,테헤란로,도로,37.5093190188503,127.06463850084938
291,테헤란로,도로,37.50938645433457,127.0648482729291
292,테헤란로,도로,37.509386481328036,127.06484834081358
293,테헤란로,도로,37.50942555499899,127.06497067199528
294,테헤란로,도로,37.50945365512521,127.06505815829009
295,테헤란로,도로,37.50952081047976,127.06526806660924
296,테헤란로,도로,37.50952084645863,127.06526817974287
297,테헤란로,도로,37.509543045365,127.0653380058438
298,테헤란로,도로,37.50958801052234,127.0654779527218
299,테헤란로,도로,37.50958802851167,127.06547800928877
300,테헤란로,도로,37.5096607959236,127.06570525058346
301,테헤란로,도로,37.509660822910476,127.06570532977884
302,테헤란로,도로,37.50977832009411,127.0660724849712
303,테헤란로,도로,37.50977834706839,127.06607258678748
304,테헤란로,도로,37.509890616943295,127.06642403982298
305,테헤란로,도로,37.50989187617592,127.06642797691885
306,테헤란로,도로,37.50994748988811,127.06666590475996
307,테헤란로,도로,37.509947498879384,127.06666593869889
308,테헤란로,도로,37.50999015296225,127.06690894525782
309,테헤란로,도로,37.51003253623938,127.06715196316635
310,테헤란로,도로,37.51003254521797,127.06715201972612
311,테헤란로,도로,37.5100695746706,127.0673813928768
312,강남대로110길,도로,37.50390570629146,127.0247622092112
313,강남대로110길,도로,37.50414605102147,127.02555521507652
314,강남대로110길,도로,37.50399697546124,127.02562603244031
315,강남대로110길,도로,37.503865309335254,127.02633792018119
316,강남대로110길,도로,37.503814200395716,127.02661426087141
317,강남대로110길,도로,37.50373116729259,127.02706317232784
318,강남대로110길,도로,37.50386869731706,127.0275098860588
319,강남대로110길,도로,37.504115787926935,127.0283124705757
320,강남대로110길,도로,37.50395821857647,127.02860131460224
321,강남대로110길,도로,37.503643753790655,127.0291777326071
322,강남대로110길,도로,37.503498513314156,127.0294439701066
323,강남대로110길,도로,37.50327536479533,127.02985299193074
324,강남대로110길,도로,37.50295609840562,127.03043819623356
325,강남대로110길,도로,37.50298918541653,127.03072162057848
326,강남대로110길,도로,37.503033609048174,127.03110218544676
327,강남대로110길,도로,37.503056229476,127.03129596845015
328,강남대로110길,도로,37.503106719710296,127.03172852546851
329,강남대로106길,도로,37.50259686627172,127.02537440354595
330,강남대로106길,도로,37.502841449082155,127.02617491960541
331,강남대로106길,도로,37.50301270964507,127.02673543212374
332,강남대로106길,도로,37.503112190988325,127.02706103885036
333,강남대로106길,도로,37.5031931241506,127.02732592013159
334,강남대로106길,도로,37.50333094954667,127.02777703058763
335,강남대로106길,도로,37.50345012732482,127.02816712189686
336,강남대로106길,도로,37.50345033439874,127.02816781184325
337,강남대로102길,도로,37.50105916063711,127.02611438434687
338,강남대로102길,도로,37.50173813808296,127.02669898386995
339,강남대로102길,도로,37.50204849280824,127.0269661996
340,강남대로102길,도로,37.50221332683842,127.02710812950896
341,강남대로102길,도로,37.50272932162395,127.02755240980473
342,강남대로102길,도로,37.503449938036105,127.02816747242069
343,강남대로102길,도로,37.50345033439874,127.02816781184325
344,강남대로102길,도로,37.50395821857647,127.02860131460224
345,강남대로98길,도로,37.50036295147544,127.02645109408468
346,강남대로98길,도로,37.50060303368364,127.0272397590849
347,강남대로98길,도로,37.50075119504085,127.02772648070405
348,강남대로98길,도로,37.50079876002991,127.02788273103495
349,강남대로98길,도로,37.500989008899886,127.02850775695431
350,강남대로98길,도로,37.500995028798535,127.02858115466246
351,강남대로98길,도로,37.500985641706926,127.02865398135559
352,강남대로98길,도로,37.50096156954477,127.02872137437453
353,강남대로98길,도로,37.5009244352146,127.02877858449098
354,강남대로98길,도로,37.50087676241572,127.02882176754845
355,강남대로98길,도로,37.500787192655366,127.02886715183284
356,강남대로96길,도로,37.499507096652025,127.02685625246009
357,강남대로96길,도로,37.49974694133835,127.0276476011738
358,강남대로96길,도로,37.49986628998051,127.02804138299332
359,강남대로96길,도로,37.50011405845285,127.02885892224741
360,강남대로94길,도로,37.49926431529261,127.02787752101645
361,강남대로94길,도로,37.49972224652824,127.02937571723741
362,강남대로94길,도로,37.49982210781679,127.02970243289336
363,강남대로94길,도로,37.500077230739386,127.03053718080484
364,강남대로94길,도로,37.50034222353847,127.03140423660506
365,강남대로94길,도로,37.500449614254755,127.03175561418101
366,강남대로94길,도로,37.500468609402304,127.03181776447028
367,강남대로94길,도로,37.5006085603091,127.03227570957851
368,강남대로94길,도로,37.50075662032665,127.03272645594863
369,강남대로94길,도로,37.50077958631191,127.0327963663597
370,강남대로94길,도로,37.50073002726205,127.03304913532072
371,강남대로94길,도로,37.500672329487536,127.03334341573203
372,강남대로94길,도로,37.500622336194695,127.03359836641405
373,강남대로94길,도로,37.500774064503105,127.03409174063974
374,강남대로94길,도로,37.500859690389454,127.0343701714815
375,강남대로94길,도로,37.500901116809956,127.03450486858284
376,강남대로94길,도로,37.50099493330713,127.03480992543469
377,강남대로94길,도로,37.50112970650081,127.0352481540421
378,강남대로92길,도로,37.49852486350407,127.02735630561449
379,강남대로92길,도로,37.49875820621008,127.02811862517099
380,강남대로92길,도로,37.49920364776728,127.02957393659928
381,강남대로92길,도로,37.499208961302465,127.02962176329464
382,강남대로92길,도로,37.49921404107608,127.02966741862879
383,강남대로92길,도로,37.49955702254497,127.03078690404308
384,강남대로84길,도로,37.49630663488549,127.02838744754702
385,강남대로84길,도로,37.496609580449245,127.02938749772541
386,강남대로84길,도로,37.496855755175645,127.03020015400531
387,강남대로84길,도로,37.496982144415895,127.03061740370102
388,강남대로84길,도로,37.497095487453635,127.03099158715835
389,강남대로84길,도로,37.49735167975781,127.031837369215
390,강남대로78길,도로,37.4946755526608,127.02918099482928
391,강남대로78길,도로,37.49497545874183,127.03016655091386
392,강남대로78길,도로,37.4952214850479,127.03097508712388
393,강남대로78길,도로,37.49545977273071,127.03175821602163
394,강남대로78길,도로,37.495467424784906,127.03178336851414
395,강남대로78길,도로,37.49557692060947,127.03214321710905
396,강남대로78길,도로,37.49571976855743,127.03261270246384
397,강남대로66길,도로,37.49155464655024,127.03066329873596
398,강남대로66길,도로,37.49185660161008,127.03165713167131
399,강남대로66길,도로,37.49209965579308,127.0324571458497
400,강남대로66길,도로,37.492346107327094,127.03326832736494
401,강남대로66길,도로,37.49246157582829,127.03364840654885
402,강남대로66길,도로,37.49259952969837,127.03410247197685
403,강남대로62길,도로,37.49008577758296,127.03136684958538
404,강남대로62길,도로,37.490420826475116,127.03247578908986
405,강남대로62길,도로,37.49062674070343,127.03315734057671
406,강남대로62길,도로,37.49087190798486,127.03396884712936
407,강남대로62길,도로,37.490928403236865,127.03415586373622
408,강남대로62길,도로,37.4910310679367,127.03449567670143
409,강남대로62길,도로,37.491125999274274,127.03480992083162
410,논현로105길,도로,37.50613336067611,127.03442871457682
411,논현로105길,도로,37.50595648287354,127.03385203100706
412,논현로105길,도로,37.50587726548172,127.03359373855216
413,논현로105길,도로,37.50586957592414,127.03334219499378
414,논현로105길,도로,37.50585177446556,127.03275992744095
415,논현로105길,도로,37.505822676703744,127.03180872024478
416,논현로105길,도로,37.505486525377094,127.03069116368653
417,논현로105길,도로,37.50516992667892,127.0296386436417
418,논현로105길,도로,37.50482611111245,127.02849569111186
419,논현로105길,도로,37.50480921219164,127.02843953288942
420,논현로105길,도로,37.504447558153494,127.02723733453651
421,논현로105길,도로,37.50431365778661,127.02679224765043
422,논현로101길,도로,37.50473771998506,127.03508324355184
423,논현로101길,도로,37.504486991023896,127.03424562543779
424,논현로101길,도로,37.50443078627367,127.03414969601893
425,논현로101길,도로,37.504153390680045,127.03367625024195
426,논현로101길,도로,37.504025850386704,127.03345856726784
427,논현로97길,도로,37.50347024176321,127.03567748236748
428,논현로97길,도로,37.50322118401261,127.03483913075495
429,논현로97길,도로,37.50310668512015,127.03445371415907
430,논현로97길,도로,37.5029829672899,127.03403727327336
431,논현로97길,도로,37.50286382987007,127.03363628422913
432,논현로97길,도로,37.50282074743285,127.0334912579878
433,논현로97길,도로,37.502705668008616,127.03310392268575
434,논현로97길,도로,37.50252391671892,127.03201391708309
435,논현로97길,도로,37.5023519387636,127.03143206668457
436,논현로97길,도로,37.50240489692476,127.03140643847284
437,논현로97길,도로,37.50218033305641,127.03068158763477
438,논현로97길,도로,37.5027894506676,127.03028688149999
439,논현로97길,도로,37.50295609840562,127.03043819623356
440,논현로87길,도로,37.499783506397954,127.03593535198596
441,논현로87길,도로,37.49965940386486,127.0355273293939
442,논현로87길,도로,37.49949836641357,127.03499788038552
443,논현로87길,도로,37.49927234287618,127.03425478261325
444,논현로87길,도로,37.49909799486139,127.03368160247786
445,논현로87길,도로,37.498917054537145,127.03308676605654
446,논현로85길,도로,37.499361668059024,127.03762479094614
447,논현로85길,도로,37.49916140281147,127.03691099971772
448,논현로85길,도로,37.499085637318586,127.03664096797992
449,논현로85길,도로,37.4992888916781,127.03619012626456
450,논현로85길,도로,37.49903982678446,127.03598066398588
451,논현로85길,도로,37.49846558887523,127.0354977360843
452,논현로85길,도로,37.49823996441624,127.0347562869666
453,논현로85길,도로,37.49806315223977,127.03417524171455
454,논현로85길,도로,37.49788080999217,127.03357604661274
455,논현로85길,도로,37.497629112192115,127.03274897011046
456,논현로85길,도로,37.49735167975781,127.031837369215
457,논현로79길,도로,37.49785710959833,127.03832023198393
458,논현로79길,도로,37.497692697885604,127.03778742944573
459,논현로79길,도로,37.49755653435972,127.03679071143006
460,논현로79길,도로,37.497487577351464,127.0362859697294
461,논현로79길,도로,37.4974468674261,127.03598800620165
462,논현로79길,도로,37.49739097097749,127.0355788737525
463,논현로79길,도로,37.497374103758666,127.0354554340976
464,논현로79길,도로,37.49733841785113,127.03519422624777
465,논현로79길,도로,37.49715378034102,127.03511602462684
466,논현로79길,도로,37.49703699787667,127.03506655449814
467,논현로79길,도로,37.496795784308645,127.03496438840156
468,논현로79길,도로,37.496374905813134,127.03478611722328
469,논현로79길,도로,37.49624322084284,127.03434924165896
470,논현로79길,도로,37.496035801802016,127.03366113295492
471,논현로79길,도로,37.49599478021371,127.03352503169896
472,논현로79길,도로,37.49571976855743,127.03261270246384
473,논현로75길,도로,37.49671178816369,127.03886053816537
474,논현로75길,도로,37.49655554968771,127.03833168189959
475,논현로75길,도로,37.496389939172566,127.03777111475742
476,논현로75길,도로,37.496214749154575,127.0371781133292
477,논현로75길,도로,37.49643954259171,127.03632169314264
478,논현로75길,도로,37.49662013264678,127.03563261154535
479,논현로75길,도로,37.496795784308645,127.03496438840156
480,논현로71길,도로,37.49517733868677,127.03957439222867
481,논현로71길,도로,37.49502467262764,127.03906978038715
482,논현로71길,도로,37.49492249802231,127.03873208054337
483,논현로71길,도로,37.494817451003705,127.0383855938225
484,논현로71길,도로,37.4947237979968,127.03807669035123
485,논현로71길,도로,37.494579766102866,127.03760162539227
486,논현로71길,도로,37.49454474343916,127.03748609683856
487,논현로71길,도로,37.494400556141116,127.03701054782871
488,논현로71길,도로,37.49434872781381,127.03683961392052
489,논현로71길,도로,37.4942553497905,127.03653164169386
490,논현로71길,도로,37.494187732583754,127.03630862780204
491,논현로71길,도로,37.49407866384345,127.03594890437981
492,논현로71길,도로,37.49393251702392,127.03546692616518
493,논현로67길,도로,37.49440488447542,127.03993719146587
494,논현로67길,도로,37.494166848957036,127.03915478276207
495,논현로67길,도로,37.494131968972376,127.03910537198013
496,논현로67길,도로,37.494109670269395,127.03907377761223
497,논현로67길,도로,37.49402040218876,127.03877987274143
498,논현로67길,도로,37.49390149394298,127.03838841158085
499,논현로67길,도로,37.4938295147137,127.03815145224785
500,논현로67길,도로,37.493743214622754,127.03786733236643
501,논현로67길,도로,37.49365887604787,127.03758969351657
502,논현로67길,도로,37.49364369143846,127.03753969393685
503,논현로67길,도로,37.49353304204185,127.0371754474259
504,논현로67길,도로,37.49338675593405,127.03669386603987
505,논현로67길,도로,37.493299966264146,127.03640814356814
506,논현로67길,도로,37.49313018342181,127.03584924273292
507,논현로67길,도로,37.492877763590826,127.03501833210592
508,논현로67길,도로,37.492823267792176,127.03483894363377
509,논현로67길,도로,37.49259952969837,127.03410247197685
510,논현로65길,도로,37.49337771839472,127.03946151987489
511,논현로65길,도로,37.49316039149165,127.03874326040962
512,논현로65길,도로,37.492973167863475,127.03812451718169
513,논현로65길,도로,37.49290420366268,127.03789658612145
514,논현로65길,도로,37.492647802719496,127.03704926166435
515,논현로65길,도로,37.492391224668204,127.03620135491522
516,논현로63길,도로,37.49349979814516,127.04036624673937
517,논현로63길,도로,37.49324700854296,127.03952323985321
518,논현로63길,도로,37.49242110818452,127.03909722114105
519,논현로63길,도로,37.492166048399184,127.03825282738916
